CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
12-19-0121-46,12-042,SAN MARCOS,SAN PABLO,INSTITUTO DE EDUCACIAN DIVERSIFICADA POR COOPERATIVA DE ENSEAANZA,ALDEA EL PORVENIR,46944682,ERIBERTO BALDOMERO MONZON MENDEZ,KARIS SUSETT CASTAAAN VELASQUEZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-19-0122-46,12-042,SAN MARCOS,SAN PABLO,INSTITUTO DE EDUCACIAN DIVERSIFICADA POR COOPERATIVA DE ENSEAANZA,CASERAO NUEVA BUENA VISTA,41064432,ERIBERTO BALDOMERO MONZON MENDEZ,EMIR DAVID CHILEL VASQUEZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-20-0033-46,12-043,SAN MARCOS,EL QUETZAL,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,CABECERA MUNICIPAL,53480231,DINA CLAUDETH MUAOZ MALDONADO DE GUTIERREZ,MARGARITO MANOLO PEREZ CONSTANZA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-20-0034-46,12-043,SAN MARCOS,EL QUETZAL,"COLEGIO PRIVADO MIXTO ""FE Y ESPERANZA""",ALDEA SAN FRANCISCO,51937592,DINA CLAUDETH MUAOZ MALDONADO DE GUTIERREZ,RAFAEL ALBERTO SOTO MALDONADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-21-0027-46,12-044,SAN MARCOS,LA REFORMA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SANTA CLARA,57062876,RUDY AMILCAR REQUENA GODANEZ,ESMERALDA BETZABE FUENTES VASQUEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-21-0032-46,12-109,SAN MARCOS,LA REFORMA,CENTRO DE EDUCACIAN EXTRAESCOLAR -CEEX-,CABECERA MUNICIPAL,59749398,VIOLETA FLORIDALMA FUENTES QUIROA,JOVITA BEATRIZ LAPARRA DE LEAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-21-0033-46,12-044,SAN MARCOS,LA REFORMA,"INSTITUTO PRIVADO MIXTO ""JOSA RODRIGO PAREZ Y PAREZ""",FINCA DOS MARAAS,48275828,RUDY AMILCAR REQUENA GODANEZ,EVELYN CRISTINA GUACHAN OROZCO DE SANTIZO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-21-5261-46,12-044,SAN MARCOS,LA REFORMA,INSTITUTO PRIVADO MIXTO JOSE RODRIGO PEREZ Y PEREZ,FINCA DOS MARIAS,48275828,RUDY AMILCAR REQUENA GODANEZ,ERNESTO RANFERI FUENTES RECINOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-22-0003-46,12-121,SAN MARCOS,PAJAPITA,"INSTITUTO TECNOLOGICO ""GERARDI""",CABECERA MUNICIPAL,57177772,LUIS FERNANDO SANCHEZ SILVA,EDWIN MANUEL MERIDA VIAU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-22-0008-46,12-045,SAN MARCOS,PAJAPITA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COMPLEJO EDUCATIVO,41566955,DELFINO ELISEO MALDONADO GAVARRETE,LEONIDAS JOEL TRIGUEROS MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-22-0015-46,12-045,SAN MARCOS,PAJAPITA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,ALDEA SAN ANTONIO LAS FLORES,41265158,DELFINO ELISEO MALDONADO GAVARRETE,NORA MARITZA REYES MALDONADO DE MORAN,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-22-0020-46,12-121,SAN MARCOS,PAJAPITA,LICEO EXPERIMENTAL,5TA. CALLE 5-92 ZONA 1,41200420,LUIS FERNANDO SANCHEZ SILVA,YEIMY ROCIO GRANADOS RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-22-0022-46,12-121,SAN MARCOS,PAJAPITA,"INSTITUTO TECNOLOGICO ""GERARDI""",CABECERA MUNICIPAL,57177772,LUIS FERNANDO SANCHEZ SILVA,DOUGLAS RIVERO MERIDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-22-0023-46,12-121,SAN MARCOS,PAJAPITA,"INSTITUTO TECNOLOGICO ""GERARDI""",CABECERA MUNICIPAL,42611591,LUIS FERNANDO SANCHEZ SILVA,DOUGLAS RIVERO MARIDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-22-0024-46,12-121,SAN MARCOS,PAJAPITA,LICEO EXPERIMENTAL,5TA. CALLE 5-92 ZONA 1,55176154,LUIS FERNANDO SANCHEZ SILVA,YEIMY ROCAO GRANADOS RAMAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-22-0027-46,12-121,SAN MARCOS,PAJAPITA,COLEGIO AMERICANO,CABECERA MUNICIPAL,40050801,LUIS FERNANDO SANCHEZ SILVA,YESENIA PATRICIA POROJ DE LEAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-22-0028-46,12-121,SAN MARCOS,PAJAPITA,COLEGIO AMERICANO,CABECERA MUNICIPAL,40050801,LUIS FERNANDO SANCHEZ SILVA,YESENIA PATRICIA POROJ DE LEAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-22-0029-46,12-121,SAN MARCOS,PAJAPITA,COLEGIO AMERICANO,CABECERA MUNICIPAL,56177490,LUIS FERNANDO SANCHEZ SILVA,JULIO ALBERTO VELASQUEZ VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-22-0030-46,12-121,SAN MARCOS,PAJAPITA,COLEGIO AMERICANO,CABECERA MUNICIPAL,56177490,LUIS FERNANDO SANCHEZ SILVA,JULIO ALBERTO VELASQUEZ VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-22-5397-46,12-121,SAN MARCOS,PAJAPITA,INSTITUTO TECNOLOGICO GERARDI,COMPLEJO EDUCATIVO,57177772,LUIS FERNANDO SANCHEZ SILVA,EDWIN MANUEL MARIDA VIAU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-23-0031-46,12-082,SAN MARCOS,IXCHIGUAN,"INSTITUTO TECNOLOGICO DEL ALTIPLANO MARQUENSE -ITAMAR- ""QO' TZIK""",CANTON NUEVO IXCHIGUAN,58872112,LUIS EMILIO CHAVEZ PEREZ,EDIN JUAN CARLOS CHILEL SANDOVAL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-23-0038-46,12-110,SAN MARCOS,IXCHIGUAN,"COLEGIO PRE-UNIVERSITARIO ""BETHEL""",IXCHIGUAN,59013511,ALBERTO LUCAS MARTIN,SANDRA YOMARA RAMIREZ CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-23-0039-46,12-110,SAN MARCOS,IXCHIGUAN,"COLEGIO PRE-UNIVERSITARIO ""BETHEL""",IXCHIGUAN,59013511,ALBERTO LUCAS MARTIN,SANDRA YOMARA RAMIREZ CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-23-0040-46,12-110,SAN MARCOS,IXCHIGUAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CALAPTE,47118226,ALBERTO LUCAS MARTIN,JULIO CESAR BARRIOS ARREAGA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-23-0044-46,12-082,SAN MARCOS,IXCHIGUAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTAN SAN CRISTABAL,50482141,LUIS EMILIO CHAVEZ PEREZ,AMILCAR EDILBERTO PAREZ LAPEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-23-0045-46,12-110,SAN MARCOS,IXCHIGUAN,"COLEGIO PRE-UNIVERSITARIO ""BETHEL""",CABECERA MUNICIPAL,59013511,ALBERTO LUCAS MARTIN,SANDRA YOMARA RAMIREZ CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-24-0038-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,INSTITUTO NACIONAL DE EDUCACION DIVERISFICADA,CABECERA MUNICIPAL,50346826,CASAR LEONEL RAMIREZ GALICIA,ANA RUTH NAVARRO OROZCO DE LOPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-24-0042-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,"COLEGIO TECNOLOGICO ""PIEDRA PARTIDA""",ALDEA CHOANLA,45663069,CASAR LEONEL RAMIREZ GALICIA,MARVIN OSBELI OROZCO VELASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-24-0048-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,46524964,CASAR LEONEL RAMIREZ GALICIA,ANA RUTH NAVARRO OROZCO DE LOPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-24-0054-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,"COLEGIO TECNOLAGICO ""PIEDRA PARTIDA""",5A. AVENIDA ZONA 1,45663069,CASAR LEONEL RAMIREZ GALICIA,MARVIN OSBELI OROZCO VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-24-0055-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,"COLEGIO TECNOLAGICO ""PIEDRA PARTIDA""",5A. AVENIDA ZONA 1,45663039,CASAR LEONEL RAMIREZ GALICIA,MARVIN OSBELI OROZCO VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-24-0056-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,"COLEGIO TECNOLAGICO ""PIEDRA PARTIDA""",5A. AVENIDA ZONA 1,45663069,CASAR LEONEL RAMIREZ GALICIA,MARVIN OSBELI OROZCO VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-24-0060-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,INSTITUTO NACIONAL DE EDUCACIAN DIVERSIFICADA,ALDEA CHOANLA,42664227,CASAR LEONEL RAMIREZ GALICIA,MELVIN FAUSTINO GAMEZ VELASQUEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-24-0061-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,INSTITUTO NACIONAL DE EDUCACIAN DIVERSIFICADA,ALDEA CHOANLA,42664227,CASAR LEONEL RAMIREZ GALICIA,MELVIN FAUSTINO GAMEZ VELASQUEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-25-0018-46,12-049,SAN MARCOS,SAN CRISTOBAL CUCHO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA BARRANCA GRANDE,59731637,IDILIO ALEJO OROZCO MENDEZ,WUILLIAM ANTONIO CARDONA COY,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-25-0022-46,12-049,SAN MARCOS,SAN CRISTOBAL CUCHO,INSTITUTO TECNOLOGICO SAN CRISTOBAL,5A. CALLE ZONA 3,48178713,IDILIO ALEJO OROZCO MENDEZ,AMELIA MARIA MALDONADO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-25-0027-46,12-049,SAN MARCOS,SAN CRISTOBAL CUCHO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTAN LA ESPERANZA,49707452,IDILIO ALEJO OROZCO MENDEZ,CIRIACO DE JESAS CORONADO LAPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-25-0028-46,12-049,SAN MARCOS,SAN CRISTOBAL CUCHO,"INSTITUTO TECNOLAGICO SAN CRISTABAL ""ITESC""",5TA. CALLE ZONA 3,48178713,IDILIO ALEJO OROZCO MENDEZ,BRIDMA SUCELY GAMEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-26-0024-46,12-122,SAN MARCOS,SIPACAPA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA TRES CRUCES,45478162,EDELMAR AMILCAR LOPEZ MIRANDA,SANTA JULIA AMBROCIO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-26-0048-46,12-120,SAN MARCOS,SIPACAPA,"COLEGIO INTEGRAL ""BLASE PASCAL""",CABECERA MUNICIAL,55278891,ESTEBAN FELIX RAMIREZ,SONIA JUANITA PEREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-26-0049-46,12-120,SAN MARCOS,SIPACAPA,"COLEGIO INTEGRAL ""BLASE PASCAL""",CABECERA MUNICIPAL,55278891,ESTEBAN FELIX RAMIREZ,SONIA JUANITA PEREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-26-0050-46,12-120,SAN MARCOS,SIPACAPA,"COLEGIO INTEGRAL ""BLASE PASCAL""",CABECERA MUNICIPAL,48239443,ESTEBAN FELIX RAMIREZ,SONIA JUANITA PEREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-26-0053-46,12-120,SAN MARCOS,SIPACAPA,"""COLEGIO DE ESTUDIOS SUPERIORES SIPACAPA"" -CESS-",1RA. AVENIDA Y 2DA. CALLE ZONA 1,33338449,ESTEBAN FELIX RAMIREZ,BALDOMERO ZAPET RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-26-0054-46,12-120,SAN MARCOS,SIPACAPA,"""COLEGIO DE ESTUDIOS SUPERIORES SIPACAPA"" -CESS-",1RA. AVENIDA Y 2DA. CALLE ZONA 1,33338449,ESTEBAN FELIX RAMIREZ,BALDOMERO ZAPET RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-26-0055-46,12-122,SAN MARCOS,SIPACAPA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEAANZA,ALDEA POJ,46391006,EDELMAR AMILCAR LOPEZ MIRANDA,ELMER JOEL BAMACA MEJAA,DIVERSIFICADO,COOPERATIVA,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-26-0056-46,12-122,SAN MARCOS,SIPACAPA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEAANZA,ALDEA TRES CRUCES,53440253,EDELMAR AMILCAR LOPEZ MIRANDA,SANTOS ROMELIO TEMA BAUTISTA,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-26-0058-46,12-109,SAN MARCOS,SIPACAPA,CENTRO DE EDUCACIAN EXTRAESCOLAR -CEEX-,CABECERA MUNICIPAL,47233289,VIOLETA FLORIDALMA FUENTES QUIROA,TAYRA MISHELL DE LEAN FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-26-0064-46,12-120,SAN MARCOS,SIPACAPA,INSTITUTO DE EDUCACIAN DIVERSIFICADA POR COOPERATIVA DE ENSEAANZA,CABECERA MUNICIPAL,45308695,ESTEBAN FELIX RAMIREZ,ELSY BEATRIZ CRAZ AMBROCIO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-26-4308-46,12-120,SAN MARCOS,SIPACAPA,INSTITUTO PRIVADO MIXTO DE EDUC. BASICA Y BACHILLERATO POR MADUREZ,CABECERA MUNICIPAL,57079634,ESTEBAN FELIX RAMIREZ,MARIO PERFECTO TEMA BAUTISTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-27-0015-46,12-051,SAN MARCOS,ESQUIPULAS PALO GORDO,COLEGIO CRISTIANO GENERACION DEL TERCER MILENIO,CABECERA MUNICIPAL,50187426,HORACIO ROLANDO OROZCO VASQUEZ,ARNOLDO RENE MERIDA DE LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-27-0017-46,12-051,SAN MARCOS,ESQUIPULAS PALO GORDO,COLEGIO CRISTIANO GENERACION DEL TERCER MILENIO,"CANTON BETHANIA, ZONA 5",57011664,HORACIO ROLANDO OROZCO VASQUEZ,ARNOLDO RENE MERIDA DE LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-27-0018-46,12-051,SAN MARCOS,ESQUIPULAS PALO GORDO,COLEGIO CRISTIANO GENERACION DEL TERCER MILENIO,"CANTON BETHANIA, ZONA 5",57011664,HORACIO ROLANDO OROZCO VASQUEZ,ARNOLDO RENE MERIDA DE LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-27-0019-46,12-051,SAN MARCOS,ESQUIPULAS PALO GORDO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ESQUIPULAS PALO GORDO,57224582,HORACIO ROLANDO OROZCO VASQUEZ,LILIAN ETELVINA LOPEZ HERNANDEZ DE PIRIR,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-27-0026-46,12-109,SAN MARCOS,ESQUIPULAS PALO GORDO,CENTRO DE EDUCACIAN EXTRAESCOLAR -CEEX-,ALDEA OJO DE AGUA,51300870,VIOLETA FLORIDALMA FUENTES QUIROA,WILSON USAA BONILLA BARRIOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-28-0006-46,12-052,SAN MARCOS,RIO BLANCO,INSTITUTO PRIVADO URBANO MIXTO TECNICO EN COMPUTACION ITCRB,3RA. CALLE 3-71 ZONA 1,51300728,MANFREDO WALDEMAR CHILEL PEREZ,SANDY LISSET RAVANALES PARES DE ARENAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-28-0008-46,12-052,SAN MARCOS,RIO BLANCO,"INSTITUTO PRIVADO URBANO MIXTO TACNICO EN COMPUTACIAN ""ITCRB""",1A AV. Y 4TA. CALLE 3-32 ZONA 1,44849392,MANFREDO WALDEMAR CHILEL PEREZ,HUGO LUPERCIO GRAMAJO GARCAA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-29-0026-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO SUNESIS,SAN LORENZO,46348954,AMILCAR ROCAEL VELASQUEZ OROZCO,MARIO ROBERTO SANDOVAL DE LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-29-0029-46,12-053,SAN MARCOS,SAN LORENZO,"INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO ""SUNESIS""",CABECERA MUNICIPAL,46348954,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA VELASQUEZ OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-29-0031-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO TECNOLAGICO PRIVADO MIXTO EVANGALICO SUNESIS,CABECERA MUNICIPAL,46348954,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA OCHOA LAPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-29-0032-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO TECNOLAGICO PRIVADO MIXTO EVANGALICO SUNESIS,CABECERA MUNICIPAL,46348954,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA OCHOA LAPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-29-0034-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO EVANGALICO TECNOLAGICO PRIVADO MIXTO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,49046271,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA OCHOA LAPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-29-0035-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO EVANGALICO TECNOLAGICO PRIVADO MIXTO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,49046271,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA OCHOA LAPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-29-0036-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO EVANGALICO TECNOLAGICO PRIVADO MIXTO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,49046271,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA OCHOA LAPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-29-0037-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO EVANGALICO TECNOLAGICO PRIVADO MIXTO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,49046271,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA OCHOA LAPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-29-5026-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO SUNESIS,SAN LORENZO,51786859,AMILCAR ROCAEL VELASQUEZ OROZCO,EMIR OSBELI FUENTES VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-30-0046-46,12-107,SAN MARCOS,LA BLANCA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,41016246,JUAN JOSE TOBAR TEBALAN,WALTER RENE PEREZ Y PEREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-30-0051-46,12-107,SAN MARCOS,LA BLANCA,COLEGIO ADVENTISTA MARANATHA,CABECERA MUNICIPAL,49582374,JUAN JOSE TOBAR TEBALAN,SONIA NOEMI GARCIA FUENTES DE AGUIRRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-30-0052-46,12-107,SAN MARCOS,LA BLANCA,COLEGIO ADVENTISTA MARANATHA,CABECERA MUNICIPAL,45832459,JUAN JOSE TOBAR TEBALAN,SONIA NOEMI GARCIA FUENTES DE AGUIRRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DOMINICAL,SAN MARCOS
12-30-0056-46,12-107,SAN MARCOS,LA BLANCA,COLEGIO PRIVADO URBANO MIXTO LICEO MODERNO,CABECERA MUNICIPAL,58899435,JUAN JOSE TOBAR TEBALAN,MELVI WALDIR HURTADO CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
